FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jermain,Defoe,FWD,BOU,6000000,0,60,4.34017747806316E-27,7.23362913010526E-34,1E-05,0,0,1,21,0,0,0,4,0,0,0,0,0,60,0,0,0,0,5,0,2,0,2,0.7,0,0,0,0,0,1075,0,0,0,191,Cardiff City,West Ham,Everton,Chelsea,Leicester,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9
Steven,Defour,MID,BUR,5500000,0,62,1.63157894736842,2.96650717703349E-07,1.12727272727273E-05,0,0,6,17,0,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,1998,0,0,0,353,Southampton,Watford,Fulham,Man Utd,Wolverhampton,0,1.2,2,0.9,2,1.2,2,1.3,0.8,0.9,0.9,1.1,1.1,1.1,0.8,1.1,0.8,0.8,1.3,1.2,1,2.3,0.9,0.8,1.3,0.8,0.8,0.8,1.4,0.8,1.4,2.3,0.9,2.3,0.8,0.8,1,1.1,78.4
Fabian,Delph,DEF,MCI,5500000,0,55,1.44736842105263,2.63157894736842E-07,1E-05,0,0,2,17,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,0,6,0,2,0.4,0,0,0,0,0,1740,0,0,0,398,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,0.7,0.9,1.8,0.9,2.1,1.8,1.3,0.8,1,0.8,1.1,1,0.7,0.9,1,0.9,1.1,1.1,0.7,0.9,1,2.1,0.7,0.7,0.9,1.2,0.8,0.9,0.7,1.2,0.7,1.8,2.1,0.8,1,0.7,0.9,1,69.4
Mousa,Dembele,MID,TOT,5000000,0,52,3.76148714765474E-27,7.52297429530947E-34,1.04E-05,0,0,6,22,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3,0,7,0,0,1.1,0,0,0,0,0,1875,0,0,0,358,Newcastle,Fulham,Man Utd,Watford,Liverpool,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
Laurent,Depoitre,FWD,HUD,5500000,0,94,2.47368421052632,4.49760765550239E-07,1.70909090909091E-05,0,0,1,34,0,0,0,6,0,0,0,0,0,94,0,0,0,0,14,0,4,0,2,1.8,0,0,0,0,0,1807,0,0,0,283,Chelsea,Man City,Cardiff City,Everton,Crystal Palace,1.8,1.6,3.5,1.9,2.4,2,2.1,1.8,2,1.9,3.5,2.4,3.1,2.5,2.1,1.7,2.4,2.5,1.5,3.1,2.3,3.1,2.1,2.4,1.4,2.1,1.9,3.5,2,2.6,1.9,1.9,2.5,1.6,2.4,1.6,1.9,2,99.6
Gerard,Deulofeu,MID,WAT,5500000,0,25,1.80840728252632E-27,3.28801324095694E-34,4.54545454545455E-06,0,0,0,3,0,0,0,1,0,0,0,0,0,25,0,0,0,0,3,0,2,0,1,4.4,0,0,0,0,0,433,0,0,0,87,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8
Fousseni,Diabate,MID,LEI,5000000,0,21,1.51906211732211E-27,3.03812423464421E-34,4.2E-06,0,0,1,12,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,579,0,0,0,72,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7
Mohamed,Diame,MID,NEW,5000000,0,70,1.84210526315789,3.68421052631579E-07,1.4E-05,0,0,3,27,0,0,0,2,0,0,0,0,0,70,0,0,0,0,3,0,6,0,0,0.1,0,0,0,0,0,2034,0,0,0,340,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,1,2.3,1.1,0.9,1.3,1.3,1.7,0.9,1.3,1.2,1.4,1.5,1.1,1.4,1.3,2.6,1.2,2.6,0.9,1.1,1.1,0.9,2.6,0.9,0.9,2.3,1.5,1.5,1.1,1.6,1.1,1,1.7,1.3,1.6,1,1,2.3,85.3
Brahim,Diaz,MID,MCI,5000000,0,5,3.61681456505263E-28,7.23362913010526E-35,1E-06,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,50,0,0,0,14,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
Eric,Dier,MID,TOT,5000000,0,85,2.23684210526316,4.47368421052632E-07,1.7E-05,0,0,4,30,0,0,0,0,0,0,0,0,0,85,0,0,0,0,2,0,15,0,2,1.8,0,0,0,0,0,2822,0,0,0,477,Newcastle,Fulham,Man Utd,Watford,Liverpool,1.4,3.2,1.1,1.5,1.4,1.4,1.7,3.2,1.5,1.1,2.8,1.8,1.6,1.4,2.1,1.8,2,1.7,2,3.2,2.8,1.5,2.8,1.9,1.8,2.2,1.6,1.2,1.8,1.7,2.2,1.1,1.8,2.1,1.1,2,1.6,2.2,118.6
Issa,Diop,DEF,WHU,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Doherty,DEF,WOL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye,Doucoure,MID,WAT,6000000,0,136,3.57894736842105,5.96491228070175E-07,2.26666666666667E-05,0,0,10,63,0,0,0,7,0,0,0,0,0,136,0,0,0,0,16,0,9,0,4,6.5,0,0,0,0,0,3324,0,0,0,679,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,3.7,3.3,4.4,3.1,3.1,4.4,3.1,4,4.4,4.2,3,3.5,2.9,3.7,2.4,3.6,5.1,3.3,3.3,3.8,3.3,3.7,4,2.4,3,4.3,4.4,2.3,4.4,1.8,4.2,2.5,5.1,3.8,3.5,5.1,2.6,4,199.7
Barry,Douglas,DEF,WOL,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,CHE,5000000,0,24,1.73607099122526E-27,3.47214198245053E-34,4.8E-06,0,0,0,7,0,0,0,1,0,0,0,0,0,24,0,0,0,0,1,0,1,0,0,0.2,0,0,0,0,0,520,0,0,0,117,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7
Martin,Dubravka,GLK,NEW,5000000,0,53,3.83382343895579E-27,7.66764687791158E-34,1.06E-05,0,0,0,11,0,26,0,0,0,0,0,0,0,53,0,0,0,0,5,0,4,0,0,0.9,0,0,0,1,0,1080,0,0,0,215,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3
Shane,Duffy,DEF,BHA,4500000,0,100,2.63157894736842,5.84795321637427E-07,2.22222222222222E-05,0,0,8,52,0,0,0,0,0,0,0,0,0,100,0,0,0,0,7,0,10,0,2,0.7,0,0,0,0,0,3292,0,0,0,614,Watford,Man Utd,Liverpool,Fulham,Southampton,0,2.5,2.1,3.7,2.3,2.7,1.9,2.5,1.9,3.7,2.2,3.3,2.3,2,2.7,2,2.9,1.8,2.4,2.7,2,2.7,2,3.3,3,2.5,2.4,1.8,2.5,2.2,3.7,2.9,2.1,2.3,3.3,2.4,1.9,2.4,148.9
Paul,Dummett,DEF,NEW,4500000,0,52,3.76148714765474E-27,8.35886032812164E-34,1.15555555555556E-05,0,0,1,18,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,5,0,0,0.2,0,0,0,0,0,1602,0,0,0,280,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Lewis,Dunk,DEF,BHA,4500000,0,97,2.55263157894737,5.67251461988304E-07,2.15555555555556E-05,0,0,7,54,0,0,0,1,0,0,0,0,0,97,0,0,0,0,7,0,10,0,1,3.8,0,4,0,0,0,3420,0,0,0,637,Watford,Man Utd,Liverpool,Fulham,Southampton,2.4,2.4,2,3.6,2.2,2.5,1.8,2.4,1.8,3.6,2.1,3.2,2.2,1.9,2.6,1.9,2.8,1.7,2.3,2.6,1.9,2.6,1.9,3.2,2.9,2.4,2.3,1.7,2.4,2.1,3.6,2.7,2,2.2,3.2,2.3,1.8,2.3,157.9
Erik,Durm,DEF,HUD,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Chelsea,Man City,Cardiff City,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Ecuele Manga,DEF,CAR,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ederson,GLK,MCI,5500000,0,158,4.15789473684211,7.55980861244019E-07,2.87272727272727E-05,0,0,1,26,0,58,0,0,0,0,0,0,0,158,0,0,0,0,10,0,16,0,0,17.4,0,0,0,2,0,3195,0,0,0,666,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,3.9,4.8,5.2,4.8,5.9,5.2,5.8,4.3,4.9,4.3,5.4,4.9,4,4.6,4.9,4.7,5.2,5.2,3.8,4.6,5.2,5.9,4,3.9,4.7,5.5,4.4,4.8,3.8,5.7,4.1,5.2,5.9,4.4,5.1,4.1,4.6,5,55.6
Robert,Elliot,GLK,NEW,4500000,0,57,1.5,3.33333333333333E-07,1.26666666666667E-05,0,0,0,21,0,44,0,0,0,0,0,0,0,57,0,0,0,0,4,0,3,0,0,0.5,0,0,0,1,0,1440,0,0,0,280,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,1.1,1.9,1.2,0.8,1,0.9,0.9,0.8,1.3,0.9,1.3,0.9,0.8,1,0.9,2.1,0.8,2.1,0.8,1,1,1,2.1,1,0.8,1.9,1,1,0.8,1.1,0.8,0.8,1.1,0.8,1.2,1.1,1.1,1.9,36.5
Mohamed,Elneny,MID,ARS,4500000,0,22,1.59139840862316E-27,3.53644090805146E-34,4.88888888888889E-06,0,0,3,12,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,1,3.6,0,0,0,0,0,865,0,0,1,156,Man City,Chelsea,West Ham,Cardiff City,Newcastle,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5
Mohamed,Elyounoussi,MID,SOU,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Burnley,Everton,Leicester,Crystal Palace,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Emerson,DEF,CHE,5500000,0,14,1.01270807821474E-27,1.84128741493589E-34,2.54545454545455E-06,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,1,0.3,0,0,0,0,0,278,0,0,0,68,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8
Bright,Enobakhare,MID,WOL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,9500000,0,199,5.23684210526316,5.51246537396122E-07,2.09473684210526E-05,0,0,0,33,0,0,0,11,0,0,0,0,0,199,0,0,0,0,23,0,17,0,10,16.5,0,0,0,0,0,3218,0,0,0,826,Newcastle,Fulham,Man Utd,Watford,Liverpool,5.4,7.4,4.6,5.7,5.3,5.3,6.1,7.4,5.8,4.4,6.5,6.4,5.9,5.5,7.1,6.4,6.8,6.2,6.8,7.4,6.5,5.6,6.5,6.7,6.5,7.3,5.8,4.8,6.5,6.2,7.4,4.3,6.4,7,3.5,6.8,5.8,7.2,358.2
Neil,Etheridge,GLK,CAR,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5000000,0,78,2.05263157894737,4.10526315789474E-07,1.56E-05,0,0,7,38,0,0,0,2,0,0,0,0,0,78,0,0,0,0,5,0,6,0,2,1.3,0,1,0,0,0,2269,0,0,0,455,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,1.3,2.9,1.6,1.8,1.2,1.7,1.3,1.9,1.2,1.7,2.5,1.7,1.7,2.1,2.5,1.8,1.5,1.6,1.6,2.9,1.5,2,2.5,1.4,1.7,1.4,1.9,2.2,1.7,2.9,1.3,1.6,1.3,1.6,1.3,1.6,1.2,2,85.1
Lukasz,Fabianski,GLK,WHU,4500000,0,157,4.13157894736842,9.1812865497076E-07,3.48888888888889E-05,0,0,0,56,0,137,0,0,0,0,0,0,0,157,0,0,0,0,14,0,9,0,0,25.2,0,0,0,3,0,3420,0,0,0,772,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,4.3,4.6,3.8,5.9,4.4,5.4,4.9,4.9,5.1,3.7,4.9,4,4.7,3.9,5.9,5.2,5.1,5.6,4.6,4,5.7,4.7,3.8,5.1,5.1,4.4,5.9,3.8,4.7,5.1,4.8,5.2,4.7,4.1,4.6,4.3,5.4,4.9,109.9
,Fabinho,MID,LIV,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,West Ham,Crystal Palace,Brighton,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesc,Fabregas,MID,CHE,6500000,0,89,2.34210526315789,3.60323886639676E-07,1.36923076923077E-05,0,0,4,26,0,0,0,2,0,0,0,0,0,89,0,0,0,0,7,0,11,0,4,1.5,0,0,0,0,0,2300,0,0,1,539,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,1.8,2,1.5,2.1,3.3,1.7,1.5,1.8,1.6,1.7,2.4,2.3,1.2,3.3,2.9,1.2,1.5,2.4,1.6,1.9,2.3,2,1.5,1.7,2.2,1.2,1.9,1.6,2.9,3.3,1.9,2.9,2.1,1.2,2.1,1.2,2.1,1.9,254.9
,Felipe Anderson,MID,WHU,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marouane,Fellaini,MID,MUN,5000000,0,47,3.39980569114947E-27,6.79961138229895E-34,9.4E-06,0,0,1,1,0,0,0,4,0,0,0,0,0,47,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,611,0,0,0,171,Leicester,Brighton,Tottenham,Burnley,Watford,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8
Edimilson,Fernandes,MID,WHU,4500000,0,29,2.09775244773053E-27,4.66167210606784E-34,6.44444444444444E-06,0,0,1,20,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,2,0,2,0.4,0,0,0,0,0,840,0,0,0,123,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6
,Fernandinho,MID,MCI,5500000,0,120,3.15789473684211,5.74162679425837E-07,2.18181818181818E-05,0,0,7,24,0,0,0,5,0,0,0,0,0,120,0,0,0,0,9,0,15,0,4,5.7,0,0,0,0,0,2880,0,0,0,596,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,2.5,3.5,3.9,3.1,4.5,3.9,3.1,1.8,3.3,2,3.6,2.6,2.7,3.4,2.7,2.2,3.6,3.7,3.1,2.9,2.4,4.5,2.9,2.5,3.1,2.8,3,3.3,2.7,3.3,2,3.9,4.5,3.1,2.5,2.7,3.7,2.4,172.4
Roberto,Firmino,FWD,LIV,9500000,0,181,4.76315789473684,5.01385041551247E-07,1.90526315789474E-05,0,0,1,32,0,0,0,15,0,0,0,0,0,181,0,0,0,0,29,0,16,0,8,37.8,0,0,0,0,0,2760,0,0,0,758,West Ham,Crystal Palace,Brighton,Leicester,Tottenham,6.2,5.2,6.4,5.4,4.6,6.3,4.1,5.5,5.3,6.8,4.7,6.8,5.2,6.2,5.1,5.7,5.3,5.9,6.2,5.7,4.6,5.5,6.2,6.3,5.3,6.5,4.3,6.1,5.2,6,5.9,5.5,5.4,5,5.9,6.2,5.3,6.8,312.7
Phil,Foden,MID,MCI,5000000,0,8,5.78690330408421E-28,1.15738066081684E-34,1.6E-06,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,45,0,0,0,31,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
,Fonte,MID,FUL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Burnley,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4500000,0,73,1.92105263157895,4.26900584795322E-07,1.62222222222222E-05,0,0,0,30,0,69,0,0,0,0,0,0,0,73,0,0,0,0,6,0,4,0,0,1.6,0,0,0,1,0,1800,0,0,0,351,Burnley,Everton,Leicester,Crystal Palace,Brighton,1.5,1.3,1.4,1.3,2,1.3,2.4,1.8,1.1,1.5,1.1,1.9,2.4,1.5,1.3,2.4,1.4,1.2,1.5,1.4,1.4,1.1,1.7,1.7,1.2,2.7,1.1,2.7,1.2,1.6,1.5,1.6,1.7,2.7,1.1,1.4,1.2,1.5,48.9
Ben,Foster,GLK,WAT,4500000,0,123,3.23684210526316,7.19298245614035E-07,2.73333333333333E-05,0,0,2,55,0,99,0,0,0,0,0,0,0,123,0,0,0,0,11,0,10,0,0,3.3,0,0,0,0,0,3330,0,0,0,635,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,4.1,2.8,3.7,3.6,3.4,4,2.6,3.2,4,3.4,2.7,3.2,3.6,2.5,3.3,3,4.6,2.7,3.9,3.3,2.6,3,3.4,3,3.5,3.7,4,3,3.2,2.6,3.8,2.8,4.6,3.3,2.7,4.6,3.3,3.4,73.8
Simon,Francis,DEF,BOU,4500000,0,56,1.47368421052632,3.27485380116959E-07,1.24444444444444E-05,0,0,8,47,0,0,0,0,0,0,0,0,0,56,0,0,0,0,3,0,4,0,1,0.5,0,0,0,0,0,2708,0,0,1,491,Cardiff City,West Ham,Everton,Chelsea,Leicester,2.1,0.7,1.1,0.9,0.9,0.8,1.1,1,1.2,1.8,1,0.7,0.9,0.7,1,1.1,1.8,1.3,0.8,0.8,1.3,0.9,1,1.2,1.8,0.8,2.1,0.7,0.9,0.7,1,0.7,1,1,2.1,0.9,1.1,0.8,131
Ryan,Fraser,MID,BOU,5500000,0,97,2.55263157894737,4.64114832535885E-07,1.76363636363636E-05,0,0,0,38,0,0,0,5,0,0,0,0,0,97,0,0,0,0,13,0,2,0,3,0.9,0,0,0,0,0,2003,0,0,0,390,Cardiff City,West Ham,Everton,Chelsea,Leicester,3.6,1.9,2.6,1.5,2.7,1.9,2.7,1.9,2.6,3.2,1.8,1.8,2.3,1.3,2.6,1.7,3.2,2.2,1.4,1.4,2.4,2.1,2.4,2,3.2,1.3,3.6,1.8,1.3,2.1,2.2,2.2,2.4,1.7,3.6,2.1,1.8,2.2,155
,Fred,MID,MUN,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,Leicester,Brighton,Tottenham,Burnley,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fredericks,DEF,WHU,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,57,4.12316860416E-27,9.16259689813334E-34,1.26666666666667E-05,0,0,1,35,0,0,0,0,0,0,0,0,0,57,0,0,0,0,8,0,4,0,1,0.7,0,1,0,0,0,1917,0,0,0,370,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5
Manolo,Gabbiadini,FWD,SOU,6000000,0,66,1.73684210526316,2.89473684210526E-07,1.1E-05,0,0,2,17,0,0,0,5,0,0,0,0,0,66,0,0,0,0,10,0,4,0,0,0.4,0,0,0,0,0,1067,0,0,0,204,Burnley,Everton,Leicester,Crystal Palace,Brighton,1.3,1.1,1.5,1.1,1.5,0.9,2.2,1,1.2,1.4,0.9,1.4,2.2,1.1,0.9,2.2,1.2,1.1,1.4,1.2,0.9,1.1,1.4,1.4,1,2.5,0.9,2.5,0.9,1.2,1.1,1.1,1.1,2.5,1.1,1.5,1.1,1.4,58.6
Dwight,Gayle,FWD,NEW,6000000,0,94,2.47368421052632,4.12280701754386E-07,1.56666666666667E-05,0,0,3,31,0,0,0,6,0,0,0,0,0,94,0,0,0,0,8,0,6,0,3,0.8,0,0,0,0,0,1946,0,0,0,276,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,2.1,3.1,1.8,1.6,2.1,1.9,2.5,1.5,2.5,2,2.4,2.6,1.8,2.4,1.9,3.5,2,3.5,1.6,1.9,1.9,1.4,3.5,2.1,1.6,3.1,2.5,2.3,1.9,2.4,2.1,1.7,2.4,2,2.5,2,2,3.1,148.7
Morgan,Gibbs-White,MID,WOL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,CHE,8000000,0,77,2.02631578947368,2.53289473684211E-07,9.625E-06,0,0,0,11,0,0,0,7,0,0,0,0,0,77,0,0,0,0,10,0,5,0,1,8.9,0,0,0,0,0,981,0,0,0,273,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,1.4,1.6,1.4,2,2.9,1.4,1.5,1.5,1.4,1.3,1.8,1.8,1.1,2.9,2.5,1.5,1.5,1.8,1.4,1.4,1.9,1.8,1.2,1.6,1.8,1.1,1.9,1.5,2.5,2.9,1.4,2.5,1.8,1.1,1.7,1.1,1.7,1.5,129
